id;user_type;bu_name;loyalty;user_reg_date;last_event_date;days_since_last_visit;recommendation_generated;recommendation_generated_last_date;map_created;map_created_last_date;map_created_last365days;monitoring_events;monitoring_last_date;monitoring_last365days;field_exploring_events;field_exploring_last_date;field_exploring_last365days;n_active_fields;n_fields;n_farms;total_active_field_area;total_field_area;main_crop;state;region
1;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
5;famer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
6;famer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
7;famer;;;06/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
14;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
24;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
34;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
42;advisor;CC-ERM;Yes;23/07/2022;08/07/2023;1;;;;;;107;04/10/2022;107;119;06/10/2022;119;106;22;5;2823,464672;2823,464672;Spring Wheat;Rio Grande Do Sul;Sul
44;advisor;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
54;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
64;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
71;Advisor;CC-URG;Yes;18/05/2022;08/07/2023;1;;;1;23/05/2022;;563;08/07/2023;457;352;08/07/2023;336;147;42;12;13334,17484;16935,61631;Unknown;Rio Grande Do Sul;Sul
74;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
83;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
93;farmer;;;31/07/2019;08/07/2023;1;;;1;08/07/2023;1;35;08/07/2023;35;36;08/07/2023;36;36;7;1;2246,82598;2390,785132;Other;Rio Grande Do Sul;Sul
103;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
113;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
122;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
131;farmer;;;04/06/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
141;farmer;;;15/06/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
150;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
159;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
169;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
179;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
186;famer;GC-PFB;Yes;06/07/2022;08/07/2023;1;;;8;07/07/2023;6;181;08/07/2023;170;60;08/07/2023;48;64;8;1;1103,280108;1103,280108;Unknown;Rio Grande Do Sul;Sul
189;farmer;;;19/06/2022;08/07/2023;1;;;7;11/01/2023;5;5378;08/07/2023;5151;407;08/07/2023;398;54;10;3;12834,47682;12834,47682;Other;Tocantins;Norte
198;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
207;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
217;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
226;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
235;farmer;;;24/06/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
245;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
255;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
265;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
273;farmer;;;08/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
282;farmer;;;22/03/2022;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
292;farmer;;;07/07/2023;08/07/2023;1;;;;;;;;;;;;0;0;0;0;;;;
301;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
309;advisor;CC-URG;Yes;20/01/2022;07/07/2023;2;;;2;22/06/2022;;165;06/07/2023;124;62;06/07/2023;52;88;14;5;1267,729203;1267,729203;Other;Rio Grande Do Sul;Sul
310;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;1;1;1;5,567956515;5,567956515;Unknown;Maranhão;Nordeste
320;;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
330;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
340;farmer;;;22/06/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
349;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
358;farmer;;;02/08/2019;07/07/2023;2;;;;;;1749;07/07/2023;593;1084;07/07/2023;497;25;140;1;162,6964116;9544,811308;Spring Wheat;Rio Grande Do Sul;Sul
361;advisor;CC-ARX;Yes;18/05/2022;07/07/2023;2;1;09/06/2022;;;;35;07/07/2023;8;58;07/07/2023;5;81;22;9;6251,100179;6362,773132;Other;Minas Gerais;Sudeste
368;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
384;famer;GC-PFB;Yes;01/07/2023;07/07/2023;2;;;;;;;;;10;07/07/2023;10;4;2;1;431,773819;431,773819;Unknown;Rio Grande Do Sul;Sul
386;famer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
396;farmer;;;28/06/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
406;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
416;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
418;farmer;CH-ITP;Yes;22/12/2022;07/07/2023;2;1;22/12/2022;1;22/12/2022;1;285;07/07/2023;285;232;07/07/2023;232;55743;366;6;739867,0067;739975,4042;Unknown;São Paulo;Sudeste
424;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
432;advisor;CC-CVV;Yes;02/06/2022;07/07/2023;2;1;27/03/2023;20;06/07/2023;20;348;07/07/2023;348;781;06/07/2023;781;3428;269;46;150220,9375;197325,5083;Spring Wheat;Santa Catarina;Sul
433;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
443;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
450;advisor;CC-NTQ;Yes;22/08/2019;07/07/2023;2;;;4;05/07/2023;4;148;07/07/2023;148;94;07/07/2023;94;173;20;3;6362,347346;6442,965189;Unknown;Rio Grande Do Sul;Sul
452;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
461;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
471;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
481;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
490;farmer;CC-SER;Yes;09/03/2022;07/07/2023;2;7;01/07/2023;8;10/01/2023;1;132;07/07/2023;41;232;07/07/2023;33;2941;68;3;102312,1446;141599,662;Unknown;Minas Gerais;Sudeste
499;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
508;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
517;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
526;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
535;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
544;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
553;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
562;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
563;advisor;CC-PFB;Yes;09/09/2022;07/07/2023;2;;;15;15/09/2022;11;292;25/01/2023;292;189;25/01/2023;189;130;27;9;4080,875891;4254,691998;Spring Wheat;Rio Grande Do Sul;Sul
569;farmer;;;07/07/2023;07/07/2023;2;;;;;;;;;;;;0;0;0;0;;;;
578;advsor;CC-PCT;Yes;13/04/2022;07/07/2023;2;1;27/06/2022;;;;737;07/07/2023;501;162;07/07/2023;111;27;26;18;1673,098555;2175,236513;Other;Minas Gerais;Sudeste
588;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
597;advisor;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;1;1;1;0,91996242;0,91996242;Other;Bahia;Nordeste
605;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
610;advisor;CC-CPM;Yes;22/12/2021;06/07/2023;3;;;7;06/07/2023;4;198;06/07/2023;173;141;06/07/2023;127;553;41;4;62611,69837;62611,69837;Unknown;Mato Grosso Do Sul;Centro-Oeste
625;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
635;advisor;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
644;advisor;;;18/01/2022;06/07/2023;3;;;;;;806;02/07/2023;341;423;02/07/2023;229;1992;152;18;51210,70138;60620,44073;Spring Wheat;Santa Catarina;Sul
653;farmer;;;20/12/2021;06/07/2023;3;;;;;;2140;06/07/2023;782;149;06/07/2023;56;1;1;1;98,4158623;98,4158623;;;
654;advsor;CC-PNI;Yes;08/07/2022;06/07/2023;3;;;21;12/08/2022;13;461;06/07/2023;414;446;06/07/2023;400;81;15;1;4713,862986;10153,8288;Spring Wheat;Rio Grande Do Sul;Sul
662;farmer;CH-ITP;Yes;17/08/2019;06/07/2023;3;;;;;;294;05/02/2023;294;144;05/02/2023;144;629;31;2;7689,749156;9073,273224;Other;São Paulo;Sul
663;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
672;farmer;;;20/06/2023;06/07/2023;3;;;;;;1;20/06/2023;1;1;20/06/2023;1;1;1;1;6,041840265;6,041840265;Other;Rio Grande Do Sul;Sul
681;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
691;advisor;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
701;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;1;1;1;0,752558747;0,752558747;Sugarcane;São Paulo;Sudeste
711;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
717;advisor;CC-SAR;Yes;29/06/2022;06/07/2023;3;;;;;;322;06/07/2023;289;284;06/07/2023;147;554;74;29;22045,01109;22212,63626;Spring Wheat;Rio Grande Do Sul;Sul
719;;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
728;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
738;farmer;;;04/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
746;advisor;CC-EXP;Yes;15/06/2022;06/07/2023;3;;;15;17/03/2023;2;1218;06/07/2023;1185;626;06/07/2023;552;162;173;70;18557,28555;19757,76316;;;
747;advisor;;;22/06/2022;06/07/2023;3;3;15/03/2023;84;05/07/2023;63;626;06/07/2023;436;360;06/07/2023;281;193;74;38;17492,74875;21079,85885;Spring Wheat;Tocantins;Sul
756;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
766;advisor;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
776;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
785;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
789;famer;CC-PCT;Yes;18/09/2020;06/07/2023;3;;;;;;240;06/07/2023;139;122;06/07/2023;83;166;32;9;11034,07858;11034,07858;Sugarcane;Minas Gerais;Sudeste
794;farmer;;;25/03/2022;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
803;famer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
812;farmer;CC-JAB;Yes;30/11/2022;06/07/2023;3;;;1;28/03/2023;1;94;06/07/2023;94;102;06/07/2023;102;56;34;8;27706,84435;46240,39211;Other;São Paulo;Sudeste
821;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
830;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;1;06/07/2023;1;1;1;1;0,107920821;0,107920821;Other;São Paulo;Sudeste
839;advisor;CC-URG;Yes;04/07/2023;06/07/2023;3;;;;;;35;04/07/2023;35;4;04/07/2023;4;4;2;1;632,9940793;632,9940793;Other;Rio Grande Do Sul;Sul
848;farmer;;;18/06/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
857;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
864;farmer;;;06/07/2023;06/07/2023;3;;;;;;;;;;;;0;0;0;0;;;;
873;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
883;advisor;;;11/01/2023;05/07/2023;4;;;;;;68;21/04/2023;68;18;21/04/2023;18;5;3;2;79,15439579;79,15439579;Grassland;Maranhão;Nordeste
892;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;1;1;1;0,682305863;0,682305863;Other;Bahia;Nordeste
900;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
910;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
919;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
923;advisor;CC-AME;Yes;05/07/2023;05/07/2023;4;;;1;05/07/2023;1;21;05/07/2023;21;4;05/07/2023;4;1;1;1;31,68582714;31,68582714;Corn;São Paulo;Sudeste
929;;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
938;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
947;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
956;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
963;farmer;CC-IJU;Yes;29/08/2020;05/07/2023;4;;;;;;122;05/07/2023;97;22;05/07/2023;19;117;15;3;3108,309043;3108,309043;Spring Wheat;Rio Grande Do Sul;Sul
976;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
985;farmer;;;04/05/2022;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
995;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1001;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1009;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1018;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1026;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1035;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1043;advisor;CC-SOR;Yes;20/07/2022;05/07/2023;4;;;;;;17;05/07/2023;17;19;05/07/2023;19;26;9;3;3659,516404;3896,196843;Other;Mato Grosso;Centro-Oeste
1044;farmer;;;05/07/2023;05/07/2023;4;;;2;05/07/2023;1;;;;;;;1;1;1;164,7956488;164,7956488;Other;Mato Grosso Do Sul;Centro-Oeste
1054;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;1;1;1;0,013285225;0,013285225;Unknown;Minas Gerais;Sudeste
1071;farmer;;;03/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1079;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1088;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1097;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1106;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1115;farmer;;;05/07/2023;05/07/2023;4;;;;;;;;;;;;0;0;0;0;;;;
1124;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;1;1;1;2,199834813;2,199834813;Unknown;São Paulo;Sudeste
1133;advisor;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1139;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1155;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1159;famer;CC-CPM;Yes;05/09/2022;04/07/2023;5;;;2;16/09/2022;1;396;04/07/2023;396;106;04/07/2023;106;3;5;5;326,4688669;495,9962516;Other;Paraná;Sul
1164;farmer;;;03/05/2023;04/07/2023;5;;;;;;;;;1;04/07/2023;1;153;15;2;18043,57208;18043,57208;Unknown;Paraná;Sul
1173;advisor;CC-CZB;Yes;05/08/2022;04/07/2023;5;;;1;05/08/2022;1;31;02/09/2022;31;10;02/09/2022;10;2;2;2;375,6821788;375,6821788;Spring Wheat;Rio Grande Do Sul;Sul
1174;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1184;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1194;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1204;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1213;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1214;advisor;GC-UDI;Yes;18/05/2021;04/07/2023;5;1;10/02/2022;1;07/07/2021;;1870;04/07/2023;102;644;04/07/2023;40;133;73;29;3773,228837;5122,384583;Sugarcane;São Paulo;Sudeste
1222;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1232;farmer;;;11/12/2022;04/07/2023;5;;;;;;15;04/07/2023;15;13;04/07/2023;13;25;5;1;4642,576085;4642,576085;Other;Rio Grande Do Sul;Sul
1241;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;1;1;1;0,020015434;0,020015434;Other;Bahia;Nordeste
1250;farmer;;;05/06/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1252;farmer;CH-NFB;Yes;21/06/2023;04/07/2023;5;;;;;;52;04/07/2023;52;58;04/07/2023;58;106;20;4;1447,846899;1447,846899;Other;São Paulo;Sudeste
1260;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;1;1;1;27,47247191;27,47247191;Other;Mato Grosso Do Sul;Centro-Oeste
1270;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1280;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1285;farmer;CC-CPM;Yes;17/05/2023;04/07/2023;5;;;;;;1;17/05/2023;1;;;;0;0;0;0;;;;
1288;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1297;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;1;1;1;0,037827764;0,037827764;Sugarcane;Maranhão;Nordeste
1307;advisor;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1316;farmer;;;04/07/2023;04/07/2023;5;;;;;;;;;;;;0;0;0;0;;;;
1325;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1335;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1345;advisor;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1350;advisor;CC-BJE;Yes;18/05/2022;03/07/2023;6;;;;;;3687;03/07/2023;1564;1176;03/07/2023;446;1553;226;24;390915,6483;657062,189;Other;Piauí;Nordeste
1354;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1363;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1372;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1381;advisor;CC-PRL;Yes;23/06/2022;03/07/2023;6;;;4;07/06/2023;1;273;03/07/2023;201;43;28/06/2023;36;373;41;16;41408,46592;41408,46592;Unknown;Mato Grosso;Centro-Oeste
1387;advisor;CC-GUA;Yes;22/11/2022;03/07/2023;6;;;2;22/11/2022;2;56;03/07/2023;56;9;03/07/2023;9;9;3;1;113,6901791;113,6901791;Other;Paraná;Sul
1390;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1399;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1417;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1426;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1427;advisor;CC-MTU;Yes;17/05/2022;03/07/2023;6;;;;;;180;03/07/2023;82;137;03/07/2023;15;30069;290;4;8103845,515;8398923,313;Unknown;Mato Grosso;Centro-Oeste
1433;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1442;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1452;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1461;advisor;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1469;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1479;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1485;advisor;CC-CNO;Yes;28/06/2022;03/07/2023;6;;;;;;;;;13;24/08/2022;13;36;20;2;9425,308313;10882,45956;Spring Wheat;Rio Grande Do Sul;Sul
1488;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1496;farmer;CH-ANA;Yes;28/07/2022;03/07/2023;6;;;;;;;;;;;;49;7;1;3360,446741;3360,446741;Other;Goiás;Centro-Oeste
1498;farmer;;;17/03/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1507;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1516;farmer;;;02/08/2019;03/07/2023;6;;;;;;25;15/11/2021;;1;15/11/2021;;16;4;1;110,5165325;110,5165325;Soy Beans;Santa Catarina;Sul
1525;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1545;farmer;;;03/07/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1548;advisor;CC-CNO;Yes;28/06/2022;03/07/2023;6;;;;;;;;;18;24/08/2022;18;81;21;2;7107,157335;7868,356649;Spring Wheat;Rio Grande Do Sul;Sul
1554;farmer;;;13/06/2023;03/07/2023;6;;;;;;;;;;;;0;0;0;0;;;;
1564;farmer;;;04/06/2023;02/07/2023;7;;;;;;3;07/06/2023;3;4;02/07/2023;4;4;2;1;3558,98007;3558,98007;Unknown;Pará;Norte
1570;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1578;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1587;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1595;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1604;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1613;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1623;;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1640;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1648;advisor;;;17/07/2020;02/07/2023;7;;;;;;258;02/07/2023;222;127;02/07/2023;86;71;17;5;1171,504619;1171,504619;Other;Santa Catarina;Sul
1657;farmer;;;30/06/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1666;farmer;;;26/04/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1675;farmer;;;28/06/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1684;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;1;1;1;26,60160194;26,60160194;Other;Minas Gerais;Sudeste
1693;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1702;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1708;;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1724;farmer;;;07/06/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1733;farmer;;;02/07/2023;02/07/2023;7;;;;;;;;;;;;0;0;0;0;;;;
1738;advisor;CC-CAC;Yes;01/06/2022;02/07/2023;7;2;09/08/2022;3;15/07/2022;2;2039;02/07/2023;1718;856;02/07/2023;716;1937;132;27;288991,3038;309850,599;Unknown;Tocantins;Sul
1741;farmer;;;11/06/2023;02/07/2023;7;;;;;;;;;;;;1;1;1;0,062209736;0,062209736;Other;Bahia;Nordeste
1745;farmer;CC-GUI;Yes;27/09/2022;02/07/2023;7;;;;;;611;02/07/2023;611;282;02/07/2023;282;133;54;3;17610,77891;58090,66844;Other;Tocantins;Norte
1759;farmer;;;01/07/2023;01/07/2023;8;;;;;;;;;;;;0;0;0;0;;;;
1769;farmer;;;01/07/2023;01/07/2023;8;;;;;;;;;;;;1;1;1;0,630633692;0,630633692;Other;Goiás;Centro-Oeste
1778;farmer;;;01/07/2023;01/07/2023;8;;;;;;;;;;;;0;0;0;0;;;;
1787;advisor;;;27/06/2023;01/07/2023;8;;;;;;1;27/06/2023;1;1;27/06/2023;1;1;1;1;2,801636109;2,801636109;Grassland;Rio De Janeiro;Sudeste
1794;farmer;;;01/07/2023;01/07/2023;8;;;;;;;;;;;;1;1;1;11,36590046;11,36590046;Unknown;Mato Grosso Do Sul;Centro-Oeste
1802;farmer;;;10/11/2022;01/07/2023;8;;;;;;125;01/07/2023;125;54;01/07/2023;54;9;3;1;499,157394;499,157394;Unknown;São Paulo;Sudeste
1811;farmer;;;16/02/2023;01/07/2023;8;;;;;;;;;;;;0;0;0;0;;;;
1821;farmer;;;01/07/2023;01/07/2023;8;;;;;;;;;;;;0;0;0;0;;;;
1831;farmer;;;03/06/2023;01/07/2023;8;;;;;;;;;;;;0;0;0;0;;;;
1841;farmer;;;18/06/2022;01/07/2023;8;;;;;;;;;1;18/06/2022;;1;1;1;0,374187108;0,374187108;Other;Santa Catarina;Sul
1848;farmer;;;01/07/2023;01/07/2023;8;;;;;;;;;;;;0;0;0;0;;;;
