id;user_type;bu_name;loyalty;user_reg_date;last_event_date;days_since_last_visit;recommendation_generated;recommendation_generated_last_date;map_created;map_created_last_date;map_created_last365days;monitoring_events;monitoring_last_date;monitoring_last365days;field_exploring_events;field_exploring_last_date;field_exploring_last365days;n_active_fields;n_fields;n_farms;total_active_field_area;total_field_area;main_crop;state;region
55873;advisor;CC-BJE;Yes;17/06/2022;20/06/2022;384;;;;;;;;;2;17/06/2022;;2;2;2;1530,363495;1530,363495;Other;Piauí;Nordeste
55877;farmer;;;20/06/2022;20/06/2022;384;;;;;;;;;;;;0;0;0;0;;;;
55883;farmer;;;20/06/2022;20/06/2022;384;;;;;;;;;;;;0;0;0;0;;;;
55892;advisor;;;28/05/2022;20/06/2022;384;;;;;;3;17/06/2022;;4;17/06/2022;;2;2;2;207,3752499;207,3752499;;;
55906;farmer;CC-PNI;Yes;17/01/2020;20/06/2022;384;;;;;;;;;24;20/06/2022;;10;10;1;447,2186964;447,2186964;;;
55911;;;;19/09/2019;20/06/2022;384;;;;;;;;;;;;9;10;1;291,0691125;337,953486;;;
55913;advisor;CC-GUA;Yes;09/06/2022;20/06/2022;384;;;;;;17;09/06/2022;;7;09/06/2022;;2;2;1;137,7828688;137,7828688;;;
55920;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55929;farmer;;;02/01/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55939;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55948;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;1;1;1;0,041568258;0,041568258;;;
55957;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55962;advisor;GC-TAN;Yes;21/09/2020;19/06/2022;385;;;1;14/06/2022;;10;14/06/2022;;22;14/06/2022;;25;29;5;2577,706125;3546,027546;;;
55967;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55977;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55987;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
55995;farmer;;;19/06/2022;19/06/2022;385;;;;;;;;;;;;1;1;1;168,3469734;168,3469734;;;
56004;farmer;;;28/04/2022;19/06/2022;385;;;;;;;;;;;;0;0;0;0;;;;
56014;farmer;;;18/06/2022;18/06/2022;386;;;;;;;;;;;;0;0;0;0;;;;
56023;farmer;;;18/06/2022;18/06/2022;386;;;;;;;;;;;;0;0;0;0;;;;
56032;farmer;;;18/06/2022;18/06/2022;386;;;;;;;;;;;;0;0;0;0;;;;
56042;advisor;;;28/12/2021;18/06/2022;386;;;;;;;;;;;;0;0;0;0;;;;
56052;farmer;;;18/06/2022;18/06/2022;386;;;;;;;;;1;18/06/2022;;1;2;1;5,8816351;6,708799458;;;
56061;farmer;;;18/06/2022;18/06/2022;386;;;;;;;;;;;;0;0;0;0;;;;
56070;farmer;;;18/06/2022;18/06/2022;386;;;;;;1;18/06/2022;;;;;1;1;1;0,830638847;0,830638847;;;
56078;farmer;;;23/05/2022;18/06/2022;386;;;;;;;;;;;;0;0;0;0;;;;
56087;farmer;;;06/02/2022;18/06/2022;386;;;;;;;;;;;;1;1;1;0,061839275;0,061839275;;;
56096;farmer;;;17/06/2022;18/06/2022;386;;;;;;;;;;;;1;1;1;1,040910518;1,040910518;;;
56105;;;;19/12/2019;17/06/2022;387;;;;;;10;12/02/2020;;;;;5;7;1;518,9963024;780,741577;;;
56119;advisor;CC-NTQ;Yes;10/06/2022;17/06/2022;387;;;4;10/06/2022;;24;10/06/2022;;18;10/06/2022;;4;4;2;49,64220894;49,64220894;;;
56122;advisor;;;02/06/2022;17/06/2022;387;;;;;;26;02/06/2022;;;;;1;1;1;6,949084777;6,949084777;Other;Rio Grande Do Sul;Sul
56138;farmer;;;01/12/2021;17/06/2022;387;;;;;;;;;;;;0;0;0;0;;;;
56146;farmer;CC-NTQ;Yes;10/06/2022;17/06/2022;387;;;1;10/06/2022;;5;10/06/2022;;6;10/06/2022;;2;2;1;24,39767877;24,39767877;;;
56147;farmer;;;17/06/2022;17/06/2022;387;;;;;;;;;;;;1;1;1;0,219256147;0,219256147;;;
56157;farmer;;;17/06/2022;17/06/2022;387;;;;;;;;;;;;0;0;0;0;;;;
56164;farmer;GC-BEL;Yes;16/06/2022;16/06/2022;388;;;;;;1;16/06/2022;;6;16/06/2022;;3;3;1;13,48930292;13,48930292;;;
56166;advisor;;;10/10/2021;16/06/2022;388;;;;;;;;;;;;0;0;0;0;;;;
56173;farmer;;;16/06/2022;16/06/2022;388;;;;;;;;;;;;1;1;1;45,97008698;45,97008698;;;
56183;farmer;;;16/06/2022;16/06/2022;388;;;;;;;;;;;;0;0;0;0;;;;
56192;farmer;;;16/06/2022;16/06/2022;388;;;;;;;;;;;;0;0;0;0;;;;
56201;farmer;CC-CCV;Yes;08/06/2022;15/06/2022;389;1;08/06/2022;;;;30;14/06/2022;;37;15/06/2022;;58;17;2;15140,61906;15175,77887;Cotton;Mato Grosso;Centro-Oeste
56208;advisor;CC-PCT;Yes;11/04/2022;15/06/2022;389;;;;;;9;11/04/2022;;28;24/05/2022;;32;32;5;5639,338935;5639,338935;;;
56210;farmer;;;11/09/2020;15/06/2022;389;;;;;;41;15/06/2022;;20;15/06/2022;;4;8;4;45,82897571;69,16677093;;;
56219;farmer;;;15/06/2022;15/06/2022;389;;;;;;;;;;;;0;0;0;0;;;;
56221;advisor;CC-CNL;Yes;15/06/2022;15/06/2022;389;;;;;;3;15/06/2022;;3;15/06/2022;;1;1;1;95,19638551;95,19638551;;;
56227;farmer;GC-BRB;Yes;15/06/2022;15/06/2022;389;;;;;;;;;;;;400;34;1;149517,0394;289640,6715;Other;Bahia;Nordeste
56228;farmer;;;15/06/2022;15/06/2022;389;;;;;;;;;;;;0;0;0;0;;;;
56234;advisor;CC-ERM;Yes;15/06/2022;15/06/2022;389;;;;;;;;;12;15/06/2022;;5;5;1;223,2482419;223,2482419;;;
56243;advisor;CC-CNL;Yes;15/06/2022;15/06/2022;389;;;;;;2;15/06/2022;;4;15/06/2022;;2;2;1;1353,768022;1353,768022;;;
56245;advisor;CC-CNL;Yes;15/06/2022;15/06/2022;389;;;;;;1;15/06/2022;;7;15/06/2022;;3;3;1;931,15877;931,15877;;;
56248;advisor;CC-BSB;Yes;24/05/2022;15/06/2022;389;;;;;;;;;;;;23;23;1;4156,748663;4156,748663;;;
56257;advisor;;;15/06/2022;15/06/2022;389;;;;;;;;;;;;0;0;0;0;;;;
56258;advisor;CH-NFB;Yes;14/04/2022;15/06/2022;389;;;;;;;;;;;;0;0;0;0;;;;
56261;advisor;CC-CNL;Yes;20/05/2022;14/06/2022;390;;;;;;;;;3;20/05/2022;;1;1;1;27,57838044;27,57838044;;;
56267;advisor;;;23/05/2022;14/06/2022;390;;;;;;;;;;;;0;0;0;0;;;;
56273;farmer;;;14/08/2019;14/06/2022;390;;;;;;26;07/10/2021;;1;07/10/2021;;2;2;1;120,1302161;120,1302161;;;
56277;advisor;CC-SGO;Yes;31/10/2019;14/06/2022;390;;;1;20/05/2022;;20;20/05/2022;;2;20/05/2022;;32;32;10;5722,46009;5722,46009;;;
56283;advisor;CC-SGO;Yes;18/05/2022;14/06/2022;390;;;;;;;;;;;;0;0;0;0;;;;
56290;farmer;;;13/06/2022;14/06/2022;390;;;;;;3;13/06/2022;;3;13/06/2022;;1;1;1;33,07650087;33,07650087;;;
56298;farmer;;;14/06/2022;14/06/2022;390;;;;;;;;;;;;0;0;0;0;;;;
56300;advisor;CC-CNL;Yes;20/05/2022;14/06/2022;390;;;;;;5;20/05/2022;;12;20/05/2022;;2;2;1;130,526423;130,526423;;;
56305;advisor;CC-PRL;Yes;27/05/2022;14/06/2022;390;;;;;;2;14/06/2022;;6;14/06/2022;;4;4;2;264,7972378;264,7972378;;;
56307;advisor;CC-PTM;Yes;14/06/2022;14/06/2022;390;;;;;;;;;1;14/06/2022;;1;1;1;26,4173813;26,4173813;;;
56312;advisor;CC-BJE;Yes;16/05/2022;14/06/2022;390;;;;;;;;;5;13/06/2022;;36;6;1;34046,37777;34046,37777;Other;Piauí;Nordeste
56314;farmer;CC-GUI;Yes;31/05/2022;14/06/2022;390;;;1;31/05/2022;;25;14/06/2022;;23;14/06/2022;;7;7;1;510,9030131;510,9030131;;;
56320;farmer;CC-PRL;Yes;09/06/2022;13/06/2022;391;;;;;;19;09/06/2022;;16;09/06/2022;;116;116;1;12378,55495;12378,55495;;;
56324;farmer;CC-MRL;Yes;13/06/2022;13/06/2022;391;;;;;;;;;;;;0;0;0;0;;;;
56325;farmer;;;13/06/2022;13/06/2022;391;;;;;;;;;;;;0;0;0;0;;;;
56337;farmer;CC-EUN;Yes;13/06/2022;13/06/2022;391;;;;;;;;;;;;1;1;1;0,957114324;0,957114324;;;
56341;farmer;CC-BJE;Yes;10/06/2022;13/06/2022;391;;;;;;;;;4;13/06/2022;;3;3;3;2073,865591;2073,865591;Other;Piauí;Nordeste
56342;advisor;;;14/02/2022;13/06/2022;391;;;;;;;;;;;;0;0;0;0;;;;
56350;advisor;CC-UBA;Yes;13/06/2022;13/06/2022;391;;;;;;;;;16;13/06/2022;;7;7;1;1847,72787;1847,72787;;;
56359;advisor;;;17/03/2022;13/06/2022;391;;;;;;;;;;;;0;0;0;0;;;;
56368;farmer;;;01/12/2021;13/06/2022;391;;;;;;;;;;;;0;0;0;0;;;;
56372;farmer;CC-MRL;Yes;13/06/2022;13/06/2022;391;;;;;;;;;;;;0;0;0;0;;;;
56376;farmer;;;08/12/2021;13/06/2022;391;;;;;;;;;;;;3;3;2;539,5450112;539,5450112;;;
56394;advisor;;;14/03/2022;12/06/2022;392;;;;;;;;;;;;0;0;0;0;;;;
56403;farmer;;;12/06/2022;12/06/2022;392;;;;;;;;;;;;0;0;0;0;;;;
56409;advisor;;;18/11/2021;12/06/2022;392;;;;;;;;;;;;0;0;0;0;;;;
56425;farmer;;;28/10/2020;12/06/2022;392;;;;;;123;13/01/2022;;8;13/01/2022;;4;4;1;1318,110238;1318,110238;;;
56434;farmer;;;28/01/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56435;farmer;CC-NTQ;Yes;08/06/2022;11/06/2022;393;;;;;;3;08/06/2022;;16;11/06/2022;;9;9;1;80,45721991;80,45721991;;;
56442;farmer;;;21/02/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56460;farmer;;;29/03/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56470;farmer;;;18/03/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56479;farmer;;;16/03/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56488;farmer;CC-DOU;Yes;10/06/2022;11/06/2022;393;;;;;;;;;;;;30;30;5;2375,615104;2375,615104;;;
56495;farmer;;;25/02/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56498;farmer;CC-GUI;Yes;25/05/2022;11/06/2022;393;;;1;25/05/2022;;18;25/05/2022;;12;28/05/2022;;3;3;1;1837,536192;1837,536192;;;
56503;farmer;;;09/04/2022;11/06/2022;393;;;;;;9;10/04/2022;;3;10/04/2022;;2;2;1;45,40197859;45,40197859;;;
56509;advisor;CC-CNL;Yes;10/06/2022;11/06/2022;393;;;;;;1;10/06/2022;;24;11/06/2022;;12;12;1;1541,235808;1541,235808;;;
56512;advisor;;;19/04/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56522;farmer;;;13/05/2022;11/06/2022;393;;;;;;;;;;;;0;0;0;0;;;;
56532;farmer;;;30/01/2022;11/06/2022;393;;;;;;;;;1;31/01/2022;;1;1;1;77,40764208;77,40764208;;;
56542;farmer;;;10/06/2022;10/06/2022;394;;;;;;;;;;;;0;0;0;0;;;;
56549;farmer;;;13/01/2022;10/06/2022;394;;;;;;15;13/01/2022;;;;;1;1;1;1,230610818;1,230610818;;;
56554;farmer;CC-BJE;Yes;10/06/2022;10/06/2022;394;;;;;;12;10/06/2022;;44;10/06/2022;;9;9;1;3181,808576;5658,447545;Other;Piauí;Nordeste
56558;farmer;;;03/03/2022;10/06/2022;394;;;;;;;;;;;;0;0;0;0;;;;
56569;advisor;CC-SAP;Yes;10/06/2022;10/06/2022;394;;;;;;;;;;;;11;11;1;1529,948401;1529,948401;;;
56575;farmer;;;10/06/2022;10/06/2022;394;;;;;;;;;;;;1;1;1;33,08774913;33,08774913;;;
56583;farmer;;;10/06/2022;10/06/2022;394;;;;;;;;;;;;0;0;0;0;;;;
56588;advisor;CC-CAP;Yes;11/03/2022;10/06/2022;394;1;14/03/2022;;;;48;24/05/2022;;28;24/05/2022;;3;5;1;41,6615458;157,0122452;;;
56594;farmer;CC-NAV;Yes;09/06/2022;10/06/2022;394;;;;;;;;;14;09/06/2022;;6;6;2;252,3144351;252,3144351;;;
56603;advisor;;;16/06/2021;10/06/2022;394;;;;;;;;;4;04/07/2021;;1;1;1;196,26099;196,26099;;;
56612;farmer;;;10/06/2022;10/06/2022;394;;;;;;;;;;;;0;0;0;0;;;;
56619;farmer;;;20/04/2022;10/06/2022;394;;;;;;;;;;;;0;0;0;0;;;;
56640;advisor;GC-SAM;Yes;10/06/2022;10/06/2022;394;;;;;;;;;;;;8;8;1;201,9637149;201,9637149;;;
56649;advisor;;;28/12/2021;10/06/2022;394;;;;;;;;;;;;0;0;0;0;;;;
56657;farmer;CC-NAV;Yes;09/06/2022;10/06/2022;394;;;;;;10;10/06/2022;;36;10/06/2022;;16;17;3;1152,315915;1163,216406;;;
56665;farmer;;;06/03/2022;09/06/2022;395;;;;;;;;;;;;1;1;1;49,89008956;49,89008956;;;
56674;farmer;CC-DOU;Yes;08/06/2022;09/06/2022;395;;;;;;;;;24;08/06/2022;;12;12;1;999,0491798;999,0491798;;;
56678;farmer;CC-NTQ;Yes;09/06/2022;09/06/2022;395;;;;;;71;09/06/2022;;6;09/06/2022;;3;3;1;540,8696157;540,8696157;;;
56680;farmer;GC-CGR;Yes;09/06/2022;09/06/2022;395;;;;;;2;09/06/2022;;2;09/06/2022;;5;5;1;512,9180675;512,9180675;;;
56681;advisor;;;09/06/2022;09/06/2022;395;;;;;;;;;;;;0;0;0;0;;;;
56688;advisor;CC-PAM;Yes;04/05/2022;09/06/2022;395;;;;;;;;;;;;0;0;0;0;;;;
56690;farmer;;;25/12/2021;09/06/2022;395;;;;;;;;;;;;0;0;0;0;;;;
56693;farmer;CC-RVD;Yes;12/02/2020;09/06/2022;395;;;;;;4;12/02/2020;;1;09/06/2022;;60;60;5;8704,998721;8704,998721;;;
56698;advisor;CC-SAR;Yes;09/06/2022;09/06/2022;395;;;;;;7;09/06/2022;;2;09/06/2022;;1;1;1;36,43748699;36,43748699;;;
56701;advisor;CC-CGR;Yes;09/06/2022;09/06/2022;395;;;;;;;;;10;09/06/2022;;9;9;1;1183,075106;1183,075106;;;
56708;advisor;;;09/06/2022;09/06/2022;395;;;;;;;;;;;;0;0;0;0;;;;
56709;advisor;CC-CGR;Yes;09/06/2022;09/06/2022;395;;;4;09/06/2022;;20;09/06/2022;;14;09/06/2022;;69;73;4;6025,254036;6219,482222;;;
56721;farmer;CC-MRL;Yes;02/06/2022;08/06/2022;396;;;;;;3;02/06/2022;;3;02/06/2022;;2;2;1;414,2159468;414,2159468;;;
56726;farmer;;;21/10/2021;08/06/2022;396;;;;;;6;06/04/2022;;25;12/05/2022;;6;6;2;31,89212569;31,89212569;;;
56735;farmer;;;04/03/2022;08/06/2022;396;;;;;;;;;;;;0;0;0;0;;;;
56738;advisor;CC-GUA;Yes;08/06/2022;08/06/2022;396;;;;;;;;;;;;0;0;0;0;;;;
56742;advisor;GC-SSA;Yes;08/06/2022;08/06/2022;396;;;;;;;;;;;;1;1;1;15,89764576;15,89764576;;;
56744;farmer;;;08/06/2022;08/06/2022;396;;;;;;;;;;;;0;0;0;0;;;;
56750;farmer;GC-GYN;Yes;08/06/2022;08/06/2022;396;;;;;;;;;;;;1;1;1;725,7512549;725,7512549;;;
56752;advisor;;;27/09/2021;07/06/2022;397;;;;;;;;;;;;0;0;0;0;;;;
56759;farmer;CC-URG;Yes;06/06/2022;07/06/2022;397;;;2;07/06/2022;;26;07/06/2022;;9;07/06/2022;;1;1;1;70,98736555;70,98736555;;;
56761;farmer;;;07/06/2022;07/06/2022;397;;;;;;;;;;;;0;0;0;0;;;;
56765;advisor;GC-POG;Yes;07/06/2022;07/06/2022;397;;;;;;;;;;;;0;0;0;0;;;;
56770;farmer;;;17/01/2022;07/06/2022;397;;;;;;55;01/06/2022;;46;01/06/2022;;7;7;1;133,7682262;133,7682262;;;
56780;advisor;CC-PCT;Yes;24/05/2022;07/06/2022;397;;;;;;20;01/06/2022;;24;01/06/2022;;49;7;1;5126,978123;5126,978123;Other;Minas Gerais;Sudeste
56787;farmer;;;13/03/2022;06/06/2022;398;;;;;;;;;;;;0;0;0;0;;;;
56805;farmer;;;06/06/2022;06/06/2022;398;;;;;;7;06/06/2022;;2;06/06/2022;;2;3;1;680,7379615;1352,602205;;;
56810;farmer;GC-GYN;Yes;06/06/2022;06/06/2022;398;;;;;;;;;;;;7;7;1;399,513537;399,513537;;;
56811;farmer;;;28/12/2021;06/06/2022;398;;;;;;;;;;;;0;0;0;0;;;;
56819;;;;29/06/2020;06/06/2022;398;;;;;;;;;;;;0;0;0;0;;;;
56820;advisor;GC-GDC;Yes;09/05/2022;06/06/2022;398;2;06/06/2022;5;06/06/2022;;90;06/06/2022;;28;06/06/2022;;4;5;4;303,3741452;331,0061728;;;
56826;farmer;;;21/03/2022;05/06/2022;399;;;;;;;;;;;;3;3;1;1,292963639;1,292963639;;;
56834;farmer;;;05/06/2022;05/06/2022;399;;;;;;;;;;;;0;0;0;0;;;;
56841;farmer;;;29/12/2021;05/06/2022;399;;;;;;1;31/12/2021;;5;19/01/2022;;2;2;1;24,06593626;24,06593626;;;
56849;farmer;;;02/06/2022;04/06/2022;400;;;;;;;;;;;;0;0;0;0;;;;
56859;advisor;;;22/10/2019;04/06/2022;400;;;;;;5;11/02/2020;;;;;1;1;1;1,346429264;1,346429264;;;
56872;advisor;CC-UNA;Yes;03/06/2022;03/06/2022;401;;;;;;8;03/06/2022;;8;03/06/2022;;762;52;5;62662,67;62662,67;Spring Wheat;Minas Gerais;Sudeste
56876;farmer;;;24/10/2021;03/06/2022;401;;;;;;;;;3;24/10/2021;;1;1;1;31,03435059;31,03435059;;;
56883;farmer;;;03/06/2022;03/06/2022;401;;;;;;;;;;;;0;0;0;0;;;;
56889;advisor;CC-SGO;Yes;03/06/2022;03/06/2022;401;;;;;;;;;;;;0;0;0;0;;;;
56892;farmer;;;03/06/2022;03/06/2022;401;;;;;;5;03/06/2022;;;;;0;1;1;0;35,08565397;;;
56893;advisor;CC-GUI;Yes;25.05.2022;03.06.2022;401;;;;;;18;25/05/2022;;5;25/05/2022;;2;2;2;679,08725;679,08725;;;
56898;advisor;GC-BEL;Yes;02/06/2022;02/06/2022;402;;;;;;5;02/06/2022;;1;02/06/2022;;33;33;1;3847,32752;3847,32752;;;
56901;farmer;;;02/06/2022;02/06/2022;402;;;;;;;;;;;;0;0;0;0;;;;
56905;advisor;CC-BAR;Yes;01/06/2022;02/06/2022;402;;;;;;10;02/06/2022;;9;02/06/2022;;2;2;1;809,800942;809,800942;;;
56908;farmer;CC-CGB;Yes;02/06/2022;02/06/2022;402;;;1;02/06/2022;;4;02/06/2022;;3;02/06/2022;;7;14;1;1715,978866;2095,772338;;;
56910;farmer;;;02/06/2022;02/06/2022;402;;;;;;;;;;;;0;0;0;0;;;;
56919;farmer;;;02/06/2022;02/06/2022;402;;;;;;;;;;;;0;0;0;0;;;;
56920;farmer;CC-BSB;Yes;02/06/2022;02/06/2022;402;1;02/06/2022;;;;8;02/06/2022;;22;02/06/2022;;14;19;1;1185,336401;1791,009584;;;
56927;farmer;CC-CGB;Yes;02/06/2022;02/06/2022;402;;;1;02/06/2022;;4;02/06/2022;;4;02/06/2022;;7;14;1;1715,978866;2095,772338;;;
56928;farmer;;;02/06/2022;02/06/2022;402;;;;;;9;02/06/2022;;;;;2;2;1;87,19754254;87,19754254;;;
56931;advisor;CC-GUI;Yes;17.05.2022;02.06.2022;402;1;25/05/2022;;;;18;25/05/2022;;9;25/05/2022;;2;2;2;306,7512512;306,7512512;;;
56936;farmer;CC-BSB;Yes;01/06/2022;02/06/2022;402;;;;;;;;;1;01/06/2022;;1;1;1;381,5020546;381,5020546;Corn;Goiás;Centro-Oeste
56939;farmer;GC-SSA;Yes;02/06/2022;02/06/2022;402;;;;;;;;;;;;1;1;1;0,597581502;0,597581502;;;
56940;farmer;CC-GUI;Yes;02/06/2022;02/06/2022;402;;;2;02/06/2022;;;;;2;02/06/2022;;2;2;1;268,0943989;268,0943989;;;
56942;farmer;;;12/03/2022;01/06/2022;403;;;;;;;;;;;;0;0;0;0;;;;
56962;farmer;CC-PTN;Yes;01/06/2022;01/06/2022;403;;;;;;;;;;;;0;0;0;0;;;;
56965;advisor;;;09/10/2021;01/06/2022;403;;;;;;;;;;;;0;0;0;0;;;;
56970;farmer;;;14/10/2021;01/06/2022;403;;;;;;;;;;;;0;0;0;0;;;;
56975;advisor;CC-CAP;Yes;30/05/2022;01/06/2022;403;;;;;;;;;;;;0;0;0;0;;;;
56979;farmer;;;01/06/2022;01/06/2022;403;;;;;;3;01/06/2022;;2;01/06/2022;;0;1;1;0;82,72979206;;;
56989;farmer;;;23/03/2022;31/05/2022;404;;;;;;;;;;;;1;1;1;0,013265968;0,013265968;;;
56999;farmer;;;31/05/2022;31/05/2022;404;;;;;;;;;;;;0;0;0;0;;;;
57008;advisor;;;30/05/2022;31/05/2022;404;;;;;;12;30/05/2022;;2;30/05/2022;;1;1;1;97,35724208;97,35724208;;;
57016;farmer;;;14/12/2021;30/05/2022;405;;;;;;;;;;;;0;0;0;0;;;;
57026;farmer;;;30/05/2022;30/05/2022;405;;;;;;;;;;;;0;0;0;0;;;;
57027;advisor;GC-GDC;Yes;23/05/2022;30/05/2022;405;;;;;;;;;;;;0;0;0;0;;;;
57035;farmer;;;18/11/2021;30/05/2022;405;;;;;;5;18/11/2021;;7;18/11/2021;;4;4;1;27,31380486;27,31380486;;;
57036;farmer;CC-GUI;Yes;30/05/2022;30/05/2022;405;;;;;;;;;6;30/05/2022;;3;3;2;457,258464;457,258464;;;
57043;farmer;;;30/05/2022;30/05/2022;405;;;;;;;;;;;;0;0;0;0;;;;
57052;farmer;;;28/12/2021;29/05/2022;406;;;;;;;;;;;;1;1;1;12,84996668;12,84996668;;;
57062;advisor;;;16/08/2021;29/05/2022;406;;;;;;;;;;;;0;0;0;0;;;;
57071;farmer;;;31/07/2019;29/05/2022;406;;;;;;375;29/05/2022;;196;29/05/2022;;4;4;1;385,762867;385,762867;;;
57078;farmer;;;28/05/2022;28/05/2022;407;;;;;;;;;;;;1;1;1;112,9493168;112,9493168;Other;Goiás;Centro-Oeste
57087;farmer;;;02/05/2022;28/05/2022;407;;;;;;;;;;;;1;1;1;4,807593859;4,807593859;;;
57100;farmer;CC-BAR;Yes;28/05/2022;28/05/2022;407;;;;;;2;28/05/2022;;23;28/05/2022;;9;9;1;2308,561689;2308,561689;;;
57106;farmer;;;08/02/2022;28/05/2022;407;;;;;;1;08/02/2022;;;;;1;1;1;10,98364277;10,98364277;;;
57115;farmer;;;19/04/2022;28/05/2022;407;;;;;;5;19/04/2022;;1;19/04/2022;;1;1;1;4,928160787;4,928160787;;;
57125;farmer;;;18/01/2022;28/05/2022;407;;;;;;;;;;;;0;0;0;0;;;;
57134;advisor;;;27/05/2022;27/05/2022;408;;;;;;;;;;;;0;0;0;0;;;;
57141;advisor;CC-GUA;Yes;27/05/2022;27/05/2022;408;;;;;;7;27/05/2022;;6;27/05/2022;;2;2;1;35,75126472;35,75126472;;;
57142;farmer;;;27/05/2022;27/05/2022;408;;;;;;;;;;;;0;0;0;0;;;;
57151;advisor;;;03/02/2022;27/05/2022;408;;;;;;;;;;;;0;0;0;0;;;;
57160;farmer;;;11/05/2022;27/05/2022;408;;;;;;3;11/05/2022;;2;11/05/2022;;1;1;1;601,6444806;601,6444806;;;
57174;advisor;CC-GUA;Yes;27/05/2022;27/05/2022;408;;;;;;11;27/05/2022;;4;27/05/2022;;2;2;2;27,00654246;27,00654246;;;
57183;farmer;;;27/05/2022;27/05/2022;408;;;;;;;;;;;;1;1;1;0,347358254;0,347358254;;;
57199;farmer;;;22/05/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57208;farmer;;;28/11/2021;26/05/2022;409;;;;;;;;;;;;2;2;1;4,047481253;4,047481253;;;
57214;advisor;;;12/01/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57223;farmer;;;02/08/2019;26/05/2022;409;;;;;;14;13/05/2022;;3;13/05/2022;;2;3;2;238,809874;243,6964612;;;
57227;advisor;CC-SLG;Yes;26/05/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57232;farmer;;;24/05/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57241;farmer;;;18/02/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57249;farmer;;;01/05/2022;26/05/2022;409;;;;;;;;;;;;1;1;1;39,60961972;39,60961972;;;
57256;advisor;CC-SGO;Yes;26/05/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57259;farmer;;;17/01/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57263;farmer;GC-BEL;Yes;24/05/2022;26/05/2022;409;;;;;;;;;47;26/05/2022;;23;23;2;3615,708929;3615,708929;;;
57267;farmer;;;26/05/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57275;farmer;;;02/03/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57284;advisor;;;16/10/2021;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57292;advisor;CC-SLG;Yes;26/05/2022;26/05/2022;409;;;;;;;;;;;;0;0;0;0;;;;
57293;advisor;;;18/02/2022;26/05/2022;409;;;;;;26;02/03/2022;;3;02/03/2022;;4;4;2;729,8337603;729,8337603;;;
57301;farmer;;;13/03/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57320;farmer;;;25/05/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57328;farmer;;;25/05/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57338;farmer;;;25/05/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57339;advisor;CC-CNL;Yes;25/05/2022;25/05/2022;410;;;;;;;;;;;;10;10;1;1503,546741;1503,546741;;;
57344;farmer;;;21/02/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57352;advisor;;;06/03/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57361;farmer;;;08/02/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57365;advisor;CC-PCT;Yes;24/05/2022;25/05/2022;410;;;;;;14;25/05/2022;;11;25/05/2022;;4;6;2;261,886171;519,8960279;;;
57369;farmer;;;29/11/2021;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57378;farmer;;;23/04/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57387;farmer;;;25/05/2022;25/05/2022;410;;;;;;;;;;;;0;0;0;0;;;;
57391;farmer;GC-GDC;Yes;24/05/2022;25/05/2022;410;;;;;;6;24/05/2022;;4;24/05/2022;;2;2;2;60,2364427;60,2364427;;;
